output_label,periodo_historico,periodo_atual,secao,data_atual,dia_da_semana,antecedencia,rota_principal,sentido,tipo_assento,turno,tkm_atual,preco_atual,mult_atual,data_atualizacao
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,SAO-SJK,SJK-SAO,semi leito,MANHA,,39.9,1.2811821513002388,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,SAO-SJP,SAO-SJP,semi leito,MANHA,85.9,122.9,1.3046810049019628,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,SAO-SJP,SJP-SAO,semi leito,MANHA,89.9,120.9,1.2782800686274494,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,ARB-SAO,ARB-SAO,leito,NOITE,127.4,,1.1244487784204216,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,ARB-SAO,ARB-SAO,semi leito,NOITE,127.4,131.9,1.1244487784204216,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,ARB-SAO,ARB-SAO,leito individual,NOITE,127.4,,1.1244487784204216,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,ARB-SAO,SAO-ARB,semi leito,NOITE,148.23,119.9,1.0666158088235291,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,ARB-SAO,SAO-ARB,leito,NOITE,132.07,,1.0666158088235291,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,ARB-SAO,SAO-ARB,leito individual,NOITE,132.07,,1.0666158088235291,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-BSB,BHZ-BSB,leito individual,NOITE,169.76,,1.3626652710681684,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-BSB,BHZ-BSB,leito,NOITE,169.76,204.95,1.3626652710681684,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-BSB,BSB-BHZ,leito,NOITE,149.9,174.62,1.2328592836778338,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-BSB,BSB-BHZ,leito individual,NOITE,149.9,,1.2328592836778338,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CAB,BHZ-CAB,leito,NOITE,171.9,,1.2889787857142883,2026-06-11 13:00:44.652221
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CAB,BHZ-CAB,semi leito,NOITE,169.04,245.43,1.2889787857142883,2026-06-11 13:00:44.652221
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CAB,BHZ-CAB,leito individual,NOITE,171.9,,1.2889787857142883,2026-06-11 13:00:44.652221
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CAB,CAB-BHZ,semi leito,NOITE,153.23,187.9,1.2420329670329704,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CAB,CAB-BHZ,leito individual,NOITE,176.01,,1.2420329670329704,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CAB,CAB-BHZ,leito,NOITE,176.01,,1.2420329670329704,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CMP,BHZ-CMP,leito,NOITE,164.1,160.9,1.1451319951338195,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CMP,BHZ-CMP,leito individual,NOITE,164.1,,1.1451319951338195,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CMP,CMP-BHZ,leito,NOITE,135.57,158.9,1.0237895683453238,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-CMP,CMP-BHZ,leito individual,NOITE,135.57,,1.0237895683453238,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-GYN,BHZ-GYN,leito individual,NOITE,130.9,,1.5785440613026827,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-GYN,BHZ-GYN,semi leito,NOITE,130.9,167.9,1.5785440613026827,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-GYN,BHZ-GYN,leito,NOITE,130.9,,1.5785440613026827,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-GYN,GYN-BHZ,leito,NOITE,130.9,,1.185782894736842,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-GYN,GYN-BHZ,leito individual,NOITE,130.9,,1.185782894736842,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-GYN,GYN-BHZ,semi leito,NOITE,130.9,119.9,1.185782894736842,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-IPA,BHZ-IPA,semi leito,NOITE,,105.9,1.3685034672619043,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-IPA,IPA-BHZ,semi leito,NOITE,69.9,108.9,1.2761225518082073,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-MCE,BHZ-MCE,semi leito,NOITE,,223.9,1.2230316457617372,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-MCE,MCE-BHZ,semi leito,NOITE,128.9,223.9,1.2230316457617372,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-MCL,BHZ-MCL,semi leito,NOITE,87.9,115.9,1.262078388278388,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-MCL,BHZ-MCL,leito individual,NOITE,87.9,,1.262078388278388,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-MCL,BHZ-MCL,leito,NOITE,87.9,,1.262078388278388,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-MCL,MCL-BHZ,semi leito,NOITE,90.9,127.9,1.2588561904761923,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-MCL,MCL-BHZ,leito individual,NOITE,90.9,,1.2588561904761923,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-MCL,MCL-BHZ,leito,NOITE,90.9,,1.2588561904761923,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RAO,BHZ-RAO,leito,NOITE,175.9,,1.5032499999999993,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RAO,BHZ-RAO,semi leito,NOITE,175.9,204.9,1.5032499999999993,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RAO,BHZ-RAO,leito individual,NOITE,175.9,,1.5032499999999993,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RAO,RAO-BHZ,leito individual,NOITE,173.4,,1.2952181818181832,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RAO,RAO-BHZ,semi leito,NOITE,173.4,176.9,1.2952181818181832,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RAO,RAO-BHZ,leito,NOITE,173.4,,1.2952181818181832,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,BHZ-RIO,leito individual,NOITE,106.9,,1.2900111122184557,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,BHZ-RIO,leito,NOITE,128.23,,1.2900111122184557,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,BHZ-RIO,semi leito,NOITE,139.9,144.9,1.2900111122184557,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,BHZ-RIO,leito cama individual,NOITE,170.9,,1.2900111122184557,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,BHZ-RIO,leito cama,NOITE,170.9,,1.2900111122184557,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,RIO-BHZ,leito cama,NOITE,155.9,,1.0753240891346794,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,RIO-BHZ,leito,NOITE,125.73,,1.0753240891346794,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,RIO-BHZ,semi leito,NOITE,104.57,120.9,1.0753240891346794,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,RIO-BHZ,leito cama individual,NOITE,155.9,,1.0753240891346794,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-RIO,RIO-BHZ,leito individual,NOITE,110.65,,1.0753240891346794,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,BHZ-SAO,leito cama,NOITE,,,1.233536275183152,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,BHZ-SAO,leito individual,NOITE,129.52,,1.233536275183152,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,BHZ-SAO,leito,NOITE,129.52,,1.233536275183152,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,BHZ-SAO,semi leito,NOITE,110.86,133.9,1.233536275183152,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,BHZ-SAO,leito cama individual,NOITE,,,1.233536275183152,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,SAO-BHZ,leito,NOITE,95.76,,1.0567752525252505,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,SAO-BHZ,leito individual,NOITE,95.76,,1.0567752525252505,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,SAO-BHZ,leito cama,NOITE,250.4,,1.0567752525252505,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,SAO-BHZ,leito cama individual,NOITE,250.4,,1.0567752525252505,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SAO,SAO-BHZ,semi leito,NOITE,93.04,132.2,1.0567752525252505,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SJK,BHZ-SJK,leito individual,NOITE,111.99,,1.1473274342891286,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SJK,BHZ-SJK,semi leito,NOITE,111.99,119.9,1.1473274342891286,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SJK,BHZ-SJK,leito,NOITE,111.99,,1.1473274342891286,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-SJK,SJK-BHZ,semi leito,NOITE,,110.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-UDI,BHZ-UDI,leito,NOITE,160.07,,1.0879952380952382,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-UDI,BHZ-UDI,semi leito,NOITE,160.07,171.51,1.0879952380952382,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-UDI,BHZ-UDI,leito individual,NOITE,160.07,,1.0879952380952382,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-UDI,UDI-BHZ,leito individual,NOITE,107.9,,1.2703444976076523,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-UDI,UDI-BHZ,semi leito,NOITE,107.9,151.9,1.2703444976076523,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-UDI,UDI-BHZ,leito,NOITE,107.9,,1.2703444976076523,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,BHZ-VIX,leito cama individual,NOITE,,,1.6562716535433073,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,BHZ-VIX,leito,NOITE,146.08,,1.6562716535433073,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,BHZ-VIX,leito cama,NOITE,,,1.6562716535433073,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,BHZ-VIX,leito individual,NOITE,146.08,,1.6562716535433073,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,BHZ-VIX,semi leito,NOITE,120.55,250.41,1.6562716535433073,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,VIX-BHZ,leito individual,NOITE,154.47,,1.0865041666666668,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,VIX-BHZ,semi leito,NOITE,109.19,166.5,1.0865041666666668,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,VIX-BHZ,leito cama individual,NOITE,232.73,,1.0865041666666668,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,VIX-BHZ,leito,NOITE,154.47,,1.0865041666666668,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BHZ-VIX,VIX-BHZ,leito cama,NOITE,232.73,,1.0865041666666668,2026-06-10 13:11:19.993646
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BOA-MAN,BOA-MAN,semi leito,NOITE,,211.9,1.1251599056603776,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,BOA-MAN,MAN-BOA,semi leito,NOITE,130.23,184.7,1.1386500000000002,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-JDF,CAB-JDF,semi leito,NOITE,,75.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-JDF,JDF-CAB,semi leito,NOITE,,69.9,1.0679,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-RIO,RIO-CAB,semi leito,NOITE,42.9,78.9,1.711052203065134,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-SAO,CAB-SAO,leito,NOITE,182.53,,1.2253360000000015,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-SAO,CAB-SAO,leito individual,NOITE,182.53,,1.2253360000000015,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-SAO,CAB-SAO,semi leito,NOITE,,175.9,1.2253360000000015,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-SAO,SAO-CAB,leito,NOITE,,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-SAO,SAO-CAB,leito individual,NOITE,,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-SAO,SAO-CAB,semi leito,NOITE,,142.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CAB-VIX,CAB-VIX,semi leito,NOITE,,,,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CDG-RIO,CDG-RIO,semi leito,NOITE,,87.9,1.3530801242236021,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CDG-RIO,RIO-CDG,semi leito,NOITE,,103.9,1.5947173076923082,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CGR-SAO,CGR-SAO,semi leito,NOITE,170.96,232.2,1.2764002732240438,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CGR-SAO,CGR-SAO,leito,NOITE,170.96,,1.2764002732240438,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CGR-SAO,CGR-SAO,leito individual,NOITE,170.96,,1.2764002732240438,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CMP-RIO,CMP-RIO,leito individual,NOITE,87.4,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CMP-RIO,CMP-RIO,leito,NOITE,87.4,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CMP-RIO,CMP-RIO,semi leito,NOITE,87.4,80.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CMP-RIO,RIO-CMP,semi leito,NOITE,138.9,120.9,1.4907380952380953,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CMP-RIO,RIO-CMP,leito individual,NOITE,138.9,,1.4907380952380953,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CMP-RIO,RIO-CMP,leito,NOITE,138.9,,1.4907380952380953,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CMP-SAO,CMP-SAO,semi leito,NOITE,20.9,45.9,1.141037769080236,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CMP-SAO,SAO-CMP,semi leito,NOITE,,45.9,1.229844583333332,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,CPC-FLN,leito cama,NOITE,,,1.041235234093637,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,CPC-FLN,leito individual,NOITE,143.9,,1.041235234093637,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,CPC-FLN,leito cama individual,NOITE,,,1.041235234093637,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,CPC-FLN,leito,NOITE,143.9,,1.041235234093637,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,CPC-FLN,semi leito,NOITE,,140.9,1.041235234093637,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,FLN-CPC,leito cama,NOITE,,,1.061244005480702,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,FLN-CPC,semi leito,NOITE,146.9,158.9,1.061244005480702,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,FLN-CPC,leito individual,NOITE,161.15,,1.061244005480702,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,FLN-CPC,leito,NOITE,161.15,,1.061244005480702,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CPC-FLN,FLN-CPC,leito cama individual,NOITE,,,1.061244005480702,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,CRG-SAO,SAO-CRG,semi leito,NOITE,,51.9,1.2521464426877476,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,GYN-SAO,GYN-SAO,leito,NOITE,,,1.4793090909090947,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,GYN-SAO,GYN-SAO,semi leito,NOITE,,201.9,1.4793090909090947,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,GYN-SAO,GYN-SAO,leito individual,NOITE,,,1.4793090909090947,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,GYN-SAO,SAO-GYN,leito individual,NOITE,103.1,,1.4660947439353107,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,GYN-SAO,SAO-GYN,leito,NOITE,103.1,,1.4660947439353107,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,GYN-SAO,SAO-GYN,semi leito,NOITE,103.1,199.9,1.4660947439353107,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,HOL-SAO,HOL-SAO,semi leito,NOITE,,55.9,1.6503392857142858,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,IPA-VIX,IPA-VIX,semi leito,NOITE,144.65,193.9,1.6724846638655473,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,IPA-VIX,VIX-IPA,semi leito,NOITE,,143.9,1.2907796875000008,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,JDF-SAO,JDF-SAO,leito,NOITE,139.9,,1.1591165204678362,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,JDF-SAO,JDF-SAO,semi leito,NOITE,139.9,121.9,1.1591165204678362,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,JDF-SAO,JDF-SAO,leito individual,NOITE,139.9,,1.1591165204678362,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,JDF-SAO,SAO-JDF,semi leito,NOITE,114.4,129.9,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,JDF-SAO,SAO-JDF,leito individual,NOITE,114.4,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,JDF-SAO,SAO-JDF,leito,NOITE,114.4,,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,MCE-RIO,RIO-MCE,semi leito,NOITE,,49.9,1.2333237986270031,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,MCE-SAO,MCE-SAO,semi leito,NOITE,88.9,163.9,1.2230316457617372,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,MCE-SAO,SAO-MCE,semi leito,NOITE,87.3,163.9,1.2230316457617372,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,PAS-SAO,PAS-SAO,semi leito,NOITE,57.15,107.93,1.110462037037037,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,PAS-SAO,SAO-PAS,semi leito,NOITE,63.15,98.47,1.0,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,PNV-SAO,SAO-PNV,semi leito,NOITE,,198.9,1.3093391148325384,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,QAK-SAO,QAK-SAO,semi leito,NOITE,,,,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,QAK-SAO,QAK-SAO,leito individual,NOITE,,,,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,QAK-SAO,QAK-SAO,leito,NOITE,,,,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,QAK-SAO,SAO-QAK,semi leito,NOITE,,,,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,QDC-SAO,QDC-SAO,semi leito,NOITE,,181.9,1.1963741258741267,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,QDC-SAO,SAO-QDC,semi leito,NOITE,,174.9,1.1512306268328436,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RAO-SAO,RAO-SAO,leito individual,NOITE,94.9,,1.033592701863354,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RAO-SAO,RAO-SAO,leito,NOITE,94.9,,1.033592701863354,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RAO-SAO,RAO-SAO,semi leito,NOITE,,84.9,1.033592701863354,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RAO-SAO,SAO-RAO,leito individual,NOITE,61.5,,1.0823137610976596,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RAO-SAO,SAO-RAO,semi leito,NOITE,59.23,88.9,1.0823137610976596,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RAO-SAO,SAO-RAO,leito,NOITE,61.5,,1.0823137610976596,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,RIO-SAO,leito,NOITE,103.99,,1.0504575230566544,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,RIO-SAO,leito cama individual,NOITE,96.26,,1.0504575230566544,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,RIO-SAO,leito cama,NOITE,96.26,,1.0504575230566544,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,RIO-SAO,leito individual,NOITE,103.99,,1.0504575230566544,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,RIO-SAO,semi leito,NOITE,77.78,99.9,1.0504575230566544,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,SAO-RIO,leito individual,NOITE,86.57,,1.0257242857142854,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,SAO-RIO,leito,NOITE,86.57,,1.0257242857142854,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,SAO-RIO,semi leito,NOITE,65.9,97.9,1.0257242857142854,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,SAO-RIO,leito cama individual,NOITE,94.9,,1.0257242857142854,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-SAO,SAO-RIO,leito cama,NOITE,94.9,,1.0257242857142854,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-STS,RIO-STS,semi leito,NOITE,,118.9,1.0846850000000003,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-STS,STS-RIO,semi leito,NOITE,,109.9,1.007131578947369,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-STS,STS-RIO,leito,NOITE,,,1.007131578947369,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-STS,STS-RIO,leito individual,NOITE,,,1.007131578947369,
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-UDI,RIO-UDI,leito,NOITE,182.62,,1.3380657071339204,2026-06-11 13:00:44.652221
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-UDI,RIO-UDI,semi leito,NOITE,182.62,264.49,1.3380657071339204,2026-06-11 13:00:44.652221
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-UDI,RIO-UDI,leito individual,NOITE,182.62,,1.3380657071339204,2026-06-11 13:00:44.652221
julho_2026,julho_2025,julho_2026,alteracoes_preco,2026-07-18,7,37,RIO-UDI,UDI-RIO,semi leito,NOITE,193.5,246.9,1.3787614955357141,
