regional,slot,data,data_ref_julho_2025,metrica,julho_2025,atual
Reg. SP,geral,2026-07-02,2025-07-03,09. GMV,57951.399999999994,57308.40000000001
Reg. SP,geral,2026-07-03,2025-07-04,01. RASK,0.015794468162887574,0.01726818857598952
Reg. SP,geral,2026-07-03,2025-07-04,02. Yield,0.19942903802687464,0.22144780236621098
Reg. SP,geral,2026-07-03,2025-07-04,03. Grupos Realizados,197.0,222.0
Reg. SP,geral,2026-07-03,2025-07-04,04. Pax Total,668.0,733.0
Reg. SP,geral,2026-07-03,2025-07-04,05. ASK,4168814.0,4406351.0
Reg. SP,geral,2026-07-03,2025-07-04,06. RPK,322088.0,326260.0
Reg. SP,geral,2026-07-03,2025-07-04,07. Load Factor,0.07726130261508429,0.07404312547956347
Reg. SP,geral,2026-07-03,2025-07-04,08. Ticket Médio,96.15823353293413,98.56693042291953
Reg. SP,geral,2026-07-03,2025-07-04,09. GMV,65844.2,76089.7
Reg. SP,geral,2026-07-04,2025-07-05,01. RASK,0.01566780936292708,0.011206187033250409
Reg. SP,geral,2026-07-04,2025-07-05,02. Yield,0.17936746850291735,0.20862174463182945
Reg. SP,geral,2026-07-04,2025-07-05,03. Grupos Realizados,125.0,170.0
Reg. SP,geral,2026-07-04,2025-07-05,04. Pax Total,463.0,329.0
Reg. SP,geral,2026-07-04,2025-07-05,05. ASK,2320535.0,3002279.0
Reg. SP,geral,2026-07-04,2025-07-05,06. RPK,196923.0,158853.0
Reg. SP,geral,2026-07-04,2025-07-05,07. Load Factor,0.08486103420116482,0.05291080542481228
Reg. SP,geral,2026-07-04,2025-07-05,08. Ticket Médio,76.28850971922246,100.73006079027357
Reg. SP,geral,2026-07-04,2025-07-05,09. GMV,36357.700000000004,33644.1
Reg. SP,geral,2026-07-05,2025-07-06,01. RASK,0.016315219355342577,0.020385419217430423
Reg. SP,geral,2026-07-05,2025-07-06,02. Yield,0.22003638716963653,0.24320689471724213
Reg. SP,geral,2026-07-05,2025-07-06,03. Grupos Realizados,204.0,238.0
Reg. SP,geral,2026-07-05,2025-07-06,04. Pax Total,667.0,818.0
Reg. SP,geral,2026-07-05,2025-07-06,05. ASK,4327818.0,4565626.0
Reg. SP,geral,2026-07-05,2025-07-06,06. RPK,315221.0,375940.0
Reg. SP,geral,2026-07-05,2025-07-06,07. Load Factor,0.07283601112616103,0.0823413919580798
Reg. SP,geral,2026-07-05,2025-07-06,08. Ticket Médio,103.98814092953523,111.77408312958435
Reg. SP,geral,2026-07-05,2025-07-06,09. GMV,70609.3,93072.2
Reg. SP,geral,2026-07-06,2025-07-07,01. RASK,0.011172121970495257,0.012698933825292889
Reg. SP,geral,2026-07-06,2025-07-07,02. Yield,0.18601397037406894,0.20496307422185422
Reg. SP,geral,2026-07-06,2025-07-07,03. Grupos Realizados,154.0,203.0
Reg. SP,geral,2026-07-06,2025-07-07,04. Pax Total,393.0,511.0
Reg. SP,geral,2026-07-06,2025-07-07,05. ASK,3279744.0,4023637.0
Reg. SP,geral,2026-07-06,2025-07-07,06. RPK,192264.0,240347.0
Reg. SP,geral,2026-07-06,2025-07-07,07. Load Factor,0.058621648518908796,0.05973376823008636
Reg. SP,geral,2026-07-06,2025-07-07,08. Ticket Médio,91.00201017811703,96.4036399217221
Reg. SP,geral,2026-07-06,2025-07-07,09. GMV,36641.69999999999,51095.899999999994
Reg. SP,geral,2026-07-07,2025-07-08,01. RASK,0.011773377967876275,0.008144266047216294
Reg. SP,geral,2026-07-07,2025-07-08,02. Yield,0.16932753733957515,0.19373078829945467
Reg. SP,geral,2026-07-07,2025-07-08,03. Grupos Realizados,97.0,148.0
Reg. SP,geral,2026-07-07,2025-07-08,04. Pax Total,294.0,245.0
Reg. SP,geral,2026-07-07,2025-07-08,05. ASK,2342879.0,3075845.0
Reg. SP,geral,2026-07-07,2025-07-08,06. RPK,157005.0,125054.0
Reg. SP,geral,2026-07-07,2025-07-08,07. Load Factor,0.06701370407946804,0.04065679512459178
Reg. SP,geral,2026-07-07,2025-07-08,08. Ticket Médio,90.42608843537415,98.8849387755102
Reg. SP,geral,2026-07-07,2025-07-08,09. GMV,27583.600000000006,25050.499999999996
Reg. SP,geral,2026-07-08,2025-07-09,01. RASK,0.012171716131619348,0.022514161077994956
Reg. SP,geral,2026-07-08,2025-07-09,02. Yield,0.18767205455618352,0.2237038295580589
Reg. SP,geral,2026-07-08,2025-07-09,03. Grupos Realizados,109.0,154.0
Reg. SP,geral,2026-07-08,2025-07-09,04. Pax Total,322.0,598.0
Reg. SP,geral,2026-07-08,2025-07-09,05. ASK,2573573.0,3251518.0
Reg. SP,geral,2026-07-08,2025-07-09,06. RPK,164381.0,311942.0
Reg. SP,geral,2026-07-08,2025-07-09,07. Load Factor,0.06387267817932502,0.09593734372683774
Reg. SP,geral,2026-07-08,2025-07-09,08. Ticket Médio,95.80658385093167,116.69334448160537
Reg. SP,geral,2026-07-08,2025-07-09,09. GMV,31324.8,73205.20000000001
Reg. SP,geral,2026-07-09,2025-07-10,01. RASK,0.014605357115366622,0.015993244499672918
Reg. SP,geral,2026-07-09,2025-07-10,02. Yield,0.1967297816263512,0.20571473779981278
Reg. SP,geral,2026-07-09,2025-07-10,03. Grupos Realizados,147.0,200.0
Reg. SP,geral,2026-07-09,2025-07-10,04. Pax Total,452.0,563.0
Reg. SP,geral,2026-07-09,2025-07-10,05. ASK,3377788.0,4049441.0
Reg. SP,geral,2026-07-09,2025-07-10,06. RPK,243207.0,303356.0
Reg. SP,geral,2026-07-09,2025-07-10,07. Load Factor,0.072001854468072,0.0749130559008021
Reg. SP,geral,2026-07-09,2025-07-10,08. Ticket Médio,105.85411504424778,110.84333925399643
Reg. SP,geral,2026-07-09,2025-07-10,09. GMV,49333.79999999999,64763.7
Reg. SP,geral,2026-07-10,2025-07-11,01. RASK,0.014043153246290357,0.013469796303402077
Reg. SP,geral,2026-07-10,2025-07-11,02. Yield,0.2102659673054825,0.21234117145218473
Reg. SP,geral,2026-07-10,2025-07-11,03. Grupos Realizados,195.0,245.0
Reg. SP,geral,2026-07-10,2025-07-11,04. Pax Total,517.0,572.0
Reg. SP,geral,2026-07-10,2025-07-11,05. ASK,4174796.0,4860415.0
Reg. SP,geral,2026-07-10,2025-07-11,06. RPK,269770.0,300072.0
Reg. SP,geral,2026-07-10,2025-07-11,07. Load Factor,0.06461872628027812,0.06173793801558097
Reg. SP,geral,2026-07-10,2025-07-11,08. Ticket Médio,109.71653771760154,111.39447552447552
Reg. SP,geral,2026-07-10,2025-07-11,09. GMV,58627.3,65468.799999999996
Reg. SP,geral,2026-07-11,2025-07-12,01. RASK,0.013364980227295384,0.010035888409000809
Reg. SP,geral,2026-07-11,2025-07-12,02. Yield,0.17816942534589592,0.1994910807109028
Reg. SP,geral,2026-07-11,2025-07-12,03. Grupos Realizados,126.0,200.0
Reg. SP,geral,2026-07-11,2025-07-12,04. Pax Total,395.0,348.0
Reg. SP,geral,2026-07-11,2025-07-12,05. ASK,2397497.0,3730731.0
Reg. SP,geral,2026-07-11,2025-07-12,06. RPK,176715.0,181797.0
Reg. SP,geral,2026-07-11,2025-07-12,07. Load Factor,0.07370812142830627,0.04872959213623282
Reg. SP,geral,2026-07-11,2025-07-12,08. Ticket Médio,79.70939240506328,104.2151724137931
Reg. SP,geral,2026-07-11,2025-07-12,09. GMV,32042.5,37441.2
Reg. SP,geral,2026-07-12,2025-07-13,01. RASK,0.01604045350541914,0.018527347455577246
Reg. SP,geral,2026-07-12,2025-07-13,02. Yield,0.22899729562412433,0.25633355076574027
Reg. SP,geral,2026-07-12,2025-07-13,03. Grupos Realizados,205.0,262.0
Reg. SP,geral,2026-07-12,2025-07-13,04. Pax Total,649.0,743.0
Reg. SP,geral,2026-07-12,2025-07-13,05. ASK,4437786.0,5023045.0
Reg. SP,geral,2026-07-12,2025-07-13,06. RPK,306910.0,352600.0
Reg. SP,geral,2026-07-12,2025-07-13,07. Load Factor,0.0691583595964294,0.07019646449514189
Reg. SP,geral,2026-07-12,2025-07-13,08. Ticket Médio,108.29208012326656,121.64631224764472
Reg. SP,geral,2026-07-12,2025-07-13,09. GMV,71184.1,93063.7
Reg. SP,geral,2026-07-13,2025-07-14,01. RASK,0.010128953255895606,0.010746471631930222
Reg. SP,geral,2026-07-13,2025-07-14,02. Yield,0.1988817326439918,0.19946370150060835
Reg. SP,geral,2026-07-13,2025-07-14,03. Grupos Realizados,149.0,211.0
Reg. SP,geral,2026-07-13,2025-07-14,04. Pax Total,345.0,428.0
Reg. SP,geral,2026-07-13,2025-07-14,05. ASK,3446210.0,4209028.0
Reg. SP,geral,2026-07-13,2025-07-14,06. RPK,170791.0,221910.0
Reg. SP,geral,2026-07-13,2025-07-14,07. Load Factor,0.04955908084533444,0.05272238626115103
Reg. SP,geral,2026-07-13,2025-07-14,08. Ticket Médio,98.45568115942031,103.41820093457943
Reg. SP,geral,2026-07-13,2025-07-14,09. GMV,34906.5,45232.200000000004
Reg. SP,geral,2026-07-14,2025-07-15,01. RASK,0.008951148963794073,0.00822215833941691
Reg. SP,geral,2026-07-14,2025-07-15,02. Yield,0.17319386540845963,0.19999503409135697
Reg. SP,geral,2026-07-14,2025-07-15,03. Grupos Realizados,97.0,152.0
Reg. SP,geral,2026-07-14,2025-07-15,04. Pax Total,224.0,214.0
Reg. SP,geral,2026-07-14,2025-07-15,05. ASK,2366132.0,3172476.0
Reg. SP,geral,2026-07-14,2025-07-15,06. RPK,120171.0,126865.0
Reg. SP,geral,2026-07-14,2025-07-15,07. Load Factor,0.050787952658600616,0.03998927021039718
Reg. SP,geral,2026-07-14,2025-07-15,08. Ticket Médio,92.91464285714287,118.56247663551403
Reg. SP,geral,2026-07-14,2025-07-15,09. GMV,21179.600000000002,26084.600000000002
Reg. SP,geral,2026-07-15,2025-07-16,01. RASK,0.010941582670658038,0.009676737967439161
Reg. SP,geral,2026-07-15,2025-07-16,02. Yield,0.16977457878768315,0.19954373711930387
Reg. SP,geral,2026-07-15,2025-07-16,03. Grupos Realizados,100.0,159.0
Reg. SP,geral,2026-07-15,2025-07-16,04. Pax Total,250.0,275.0
Reg. SP,geral,2026-07-15,2025-07-16,05. ASK,2469661.0,3375466.0
Reg. SP,geral,2026-07-15,2025-07-16,06. RPK,154910.0,157212.0
Reg. SP,geral,2026-07-15,2025-07-16,07. Load Factor,0.062725208034625,0.046574902546789095
Reg. SP,geral,2026-07-15,2025-07-16,08. Ticket Médio,105.19912000000001,114.07516363636363
Reg. SP,geral,2026-07-15,2025-07-16,09. GMV,27021.999999999996,32663.499999999996
Reg. SP,geral,2026-07-16,2025-07-17,01. RASK,0.011518708305861783,0.014507806757608372
Reg. SP,geral,2026-07-16,2025-07-17,02. Yield,0.19394919157055587,0.20299009880050617
Reg. SP,geral,2026-07-16,2025-07-17,03. Grupos Realizados,145.0,203.0
Reg. SP,geral,2026-07-16,2025-07-17,04. Pax Total,343.0,485.0
Reg. SP,geral,2026-07-16,2025-07-17,05. ASK,3453573.0,4101895.0
Reg. SP,geral,2026-07-16,2025-07-17,06. RPK,200203.0,283703.0
Reg. SP,geral,2026-07-16,2025-07-17,07. Load Factor,0.05796981850390885,0.06916388644760531
Reg. SP,geral,2026-07-16,2025-07-17,08. Ticket Médio,113.20469387755102,118.74000000000002
Reg. SP,geral,2026-07-16,2025-07-17,09. GMV,39780.7,59509.5
Reg. SP,geral,2026-07-17,2025-07-18,01. RASK,0.009540200692120755,0.012938086355937885
Reg. SP,geral,2026-07-17,2025-07-18,02. Yield,0.19645774569571242,0.21704979556856932
Reg. SP,geral,2026-07-17,2025-07-18,03. Grupos Realizados,190.0,248.0
Reg. SP,geral,2026-07-17,2025-07-18,04. Pax Total,380.0,544.0
Reg. SP,geral,2026-07-17,2025-07-18,05. ASK,4279889.0,4907109.0
Reg. SP,geral,2026-07-17,2025-07-18,06. RPK,197826.0,280045.0
Reg. SP,geral,2026-07-17,2025-07-18,07. Load Factor,0.04622222679139576,0.05706924382564153
Reg. SP,geral,2026-07-17,2025-07-18,08. Ticket Médio,102.27486842105263,111.73476102941176
Reg. SP,geral,2026-07-17,2025-07-18,09. GMV,40831.0,63488.59999999999
Reg. SP,geral,2026-07-18,2025-07-19,01. RASK,0.013635685448094239,0.009936076224109113
Reg. SP,geral,2026-07-18,2025-07-19,02. Yield,0.18326489066086746,0.19885621215149663
Reg. SP,geral,2026-07-18,2025-07-19,03. Grupos Realizados,105.0,204.0
Reg. SP,geral,2026-07-18,2025-07-19,04. Pax Total,308.0,323.0
Reg. SP,geral,2026-07-18,2025-07-19,05. ASK,2265394.0,3814856.0
Reg. SP,geral,2026-07-18,2025-07-19,06. RPK,165540.0,185113.0
Reg. SP,geral,2026-07-18,2025-07-19,07. Load Factor,0.07307338149566919,0.04852424311690926
Reg. SP,geral,2026-07-18,2025-07-19,08. Ticket Médio,98.49892857142856,113.96554179566562
Reg. SP,geral,2026-07-18,2025-07-19,09. GMV,30890.200000000004,37904.7
Reg. SP,geral,2026-07-19,2025-07-20,01. RASK,0.011712489599958858,0.014447450448748756
Reg. SP,geral,2026-07-19,2025-07-20,02. Yield,0.20779074380841364,0.23737376067176102
Reg. SP,geral,2026-07-19,2025-07-20,03. Grupos Realizados,190.0,262.0
Reg. SP,geral,2026-07-19,2025-07-20,04. Pax Total,453.0,555.0
Reg. SP,geral,2026-07-19,2025-07-20,05. ASK,4355752.0,5018844.0
Reg. SP,geral,2026-07-19,2025-07-20,06. RPK,244485.0,299154.0
Reg. SP,geral,2026-07-19,2025-07-20,07. Load Factor,0.05612922866131956,0.05960615631806846
Reg. SP,geral,2026-07-19,2025-07-20,08. Ticket Médio,112.14507726269318,127.9483063063063
Reg. SP,geral,2026-07-19,2025-07-20,09. GMV,51016.7,72509.5
Reg. SP,geral,2026-07-20,2025-07-21,01. RASK,0.007694608747516611,0.010580067559768851
Reg. SP,geral,2026-07-20,2025-07-21,02. Yield,0.19535902078085643,0.2116086638729169
Reg. SP,geral,2026-07-20,2025-07-21,03. Grupos Realizados,143.0,208.0
Reg. SP,geral,2026-07-20,2025-07-21,04. Pax Total,235.0,388.0
Reg. SP,geral,2026-07-20,2025-07-21,05. ASK,3272746.0,4158688.0
Reg. SP,geral,2026-07-20,2025-07-21,06. RPK,127040.0,205220.0
Reg. SP,geral,2026-07-20,2025-07-21,07. Load Factor,0.038817555655098195,0.04934729414661547
Reg. SP,geral,2026-07-20,2025-07-21,08. Ticket Médio,105.61025531914893,111.92353092783506
Reg. SP,geral,2026-07-20,2025-07-21,09. GMV,25182.5,43999.2
Reg. SP,geral,2026-07-21,2025-07-22,01. RASK,0.007762706739844924,0.007258656510461886
Reg. SP,geral,2026-07-21,2025-07-22,02. Yield,0.16609544363580053,0.19177165218590542
Reg. SP,geral,2026-07-21,2025-07-22,03. Grupos Realizados,90.0,151.0
Reg. SP,geral,2026-07-21,2025-07-22,04. Pax Total,174.0,215.0
Reg. SP,geral,2026-07-21,2025-07-22,05. ASK,2321819.0,3161811.0
Reg. SP,geral,2026-07-21,2025-07-22,06. RPK,103328.0,116016.0
Reg. SP,geral,2026-07-21,2025-07-22,07. Load Factor,0.044503038350534645,0.0366928953058864
Reg. SP,geral,2026-07-21,2025-07-22,08. Ticket Médio,98.63396551724139,103.48176744186047
Reg. SP,geral,2026-07-21,2025-07-22,09. GMV,18023.6,22950.5
Reg. SP,geral,2026-07-22,2025-07-23,01. RASK,0.008805146346212716,0.009088747313597899
Reg. SP,geral,2026-07-22,2025-07-23,02. Yield,0.17754393954884704,0.18610993005937404
Reg. SP,geral,2026-07-22,2025-07-23,03. Grupos Realizados,91.0,158.0
Reg. SP,geral,2026-07-22,2025-07-23,04. Pax Total,182.0,272.0
Reg. SP,geral,2026-07-22,2025-07-23,05. ASK,2244233.0,3347414.0
Reg. SP,geral,2026-07-22,2025-07-23,06. RPK,107591.0,158992.0
Reg. SP,geral,2026-07-22,2025-07-23,07. Load Factor,0.04794110058982289,0.047496963327511924
Reg. SP,geral,2026-07-22,2025-07-23,08. Ticket Médio,104.95675824175825,108.78672794117647
Reg. SP,geral,2026-07-22,2025-07-23,09. GMV,19760.8,30423.8
Reg. SP,geral,2026-07-23,2025-07-24,01. RASK,0.006650045737899547,0.007986604249686308
Reg. SP,geral,2026-07-23,2025-07-24,02. Yield,0.18612291586595658,0.19785405989522445
Reg. SP,geral,2026-07-23,2025-07-24,03. Grupos Realizados,137.0,201.0
Reg. SP,geral,2026-07-23,2025-07-24,04. Pax Total,220.0,291.0
Reg. SP,geral,2026-07-23,2025-07-24,05. ASK,3185542.0,4061288.0
Reg. SP,geral,2026-07-23,2025-07-24,06. RPK,109278.0,158243.0
Reg. SP,geral,2026-07-23,2025-07-24,07. Load Factor,0.03430436641551108,0.038963747461396483
Reg. SP,geral,2026-07-23,2025-07-24,08. Ticket Médio,92.45063636363636,107.59113402061855
Reg. SP,geral,2026-07-23,2025-07-24,09. GMV,21183.999999999996,32435.9
Reg. SP,geral,2026-07-24,2025-07-25,01. RASK,0.00792681305460524,0.008021324631323577
Reg. SP,geral,2026-07-24,2025-07-25,02. Yield,0.1835456004984185,0.21585246376811595
Reg. SP,geral,2026-07-24,2025-07-25,03. Grupos Realizados,177.0,240.0
Reg. SP,geral,2026-07-24,2025-07-25,04. Pax Total,296.0,340.0
Reg. SP,geral,2026-07-24,2025-07-25,05. ASK,3986394.0,4758441.0
Reg. SP,geral,2026-07-24,2025-07-25,06. RPK,166928.0,172500.0
Reg. SP,geral,2026-07-24,2025-07-25,07. Load Factor,0.04187443589369239,0.03625136888321196
Reg. SP,geral,2026-07-24,2025-07-25,08. Ticket Médio,103.50979729729731,109.51338235294118
Reg. SP,geral,2026-07-24,2025-07-25,09. GMV,31599.4,38169.0
Reg. SP,geral,2026-07-25,2025-07-26,01. RASK,0.011576254898324395,0.007504434778969327
Reg. SP,geral,2026-07-25,2025-07-26,02. Yield,0.18701434076694673,0.20430682773574055
Reg. SP,geral,2026-07-25,2025-07-26,03. Grupos Realizados,96.0,200.0
Reg. SP,geral,2026-07-25,2025-07-26,04. Pax Total,221.0,263.0
Reg. SP,geral,2026-07-25,2025-07-26,05. ASK,2075965.0,3727356.0
Reg. SP,geral,2026-07-25,2025-07-26,06. RPK,126632.0,135594.0
Reg. SP,geral,2026-07-25,2025-07-26,07. Load Factor,0.06099910162261888,0.03637806530956528
Reg. SP,geral,2026-07-25,2025-07-26,08. Ticket Médio,107.15837104072398,105.33376425855514
Reg. SP,geral,2026-07-25,2025-07-26,09. GMV,24031.9,27971.7
Reg. SP,geral,2026-07-26,2025-07-27,01. RASK,0.007174261280960971,0.008210711545183179
Reg. SP,geral,2026-07-26,2025-07-27,02. Yield,0.20477900435646912,0.2399860760855275
Reg. SP,geral,2026-07-26,2025-07-27,03. Grupos Realizados,176.0,260.0
Reg. SP,geral,2026-07-26,2025-07-27,04. Pax Total,295.0,356.0
Reg. SP,geral,2026-07-26,2025-07-27,05. ASK,4087041.0,4978180.0
Reg. SP,geral,2026-07-26,2025-07-27,06. RPK,141858.0,167338.0
Reg. SP,geral,2026-07-26,2025-07-27,07. Load Factor,0.03470921872327681,0.03361429277366427
Reg. SP,geral,2026-07-26,2025-07-27,08. Ticket Médio,98.47301694915255,112.80558988764045
Reg. SP,geral,2026-07-26,2025-07-27,09. GMV,29321.5,40874.4
Reg. SP,geral,2026-07-27,2025-07-28,01. RASK,0.0058024957042372245,0.006181389928376059
Reg. SP,geral,2026-07-27,2025-07-28,02. Yield,0.19519226539013482,0.19801672723884076
Reg. SP,geral,2026-07-27,2025-07-28,03. Grupos Realizados,138.0,207.0
Reg. SP,geral,2026-07-27,2025-07-28,04. Pax Total,185.0,253.0
Reg. SP,geral,2026-07-27,2025-07-28,05. ASK,3303837.0,4147077.0
Reg. SP,geral,2026-07-27,2025-07-28,06. RPK,95467.0,128772.0
Reg. SP,geral,2026-07-27,2025-07-28,07. Load Factor,0.028895796009306755,0.031051268158271476
Reg. SP,geral,2026-07-27,2025-07-28,08. Ticket Médio,100.72659459459459,100.78660079051384
Reg. SP,geral,2026-07-27,2025-07-28,09. GMV,19170.5,25634.700000000004
Reg. SP,geral,2026-07-28,2025-07-29,01. RASK,0.006522881155123997,0.003611614247064592
Reg. SP,geral,2026-07-28,2025-07-29,02. Yield,0.16651195034992738,0.17827559805356108
Reg. SP,geral,2026-07-28,2025-07-29,03. Grupos Realizados,79.0,145.0
Reg. SP,geral,2026-07-28,2025-07-29,04. Pax Total,118.0,105.0
Reg. SP,geral,2026-07-28,2025-07-29,05. ASK,1983510.0,3055282.0
Reg. SP,geral,2026-07-28,2025-07-29,06. RPK,75730.0,58774.0
Reg. SP,geral,2026-07-28,2025-07-29,07. Load Factor,0.03817979238824105,0.019236849495398462
Reg. SP,geral,2026-07-28,2025-07-29,08. Ticket Médio,106.86398305084745,99.79019047619047
Reg. SP,geral,2026-07-28,2025-07-29,09. GMV,12938.2,11034.5
Reg. SP,geral,2026-07-29,2025-07-30,01. RASK,0.005536900049872062,0.0028288090417613798
Reg. SP,geral,2026-07-29,2025-07-30,02. Yield,0.17413866289352672,0.1965381560588172
Reg. SP,geral,2026-07-29,2025-07-30,03. Grupos Realizados,86.0,154.0
Reg. SP,geral,2026-07-29,2025-07-30,04. Pax Total,119.0,83.0
Reg. SP,geral,2026-07-29,2025-07-30,05. ASK,2179577.0,3283608.0
Reg. SP,geral,2026-07-29,2025-07-30,06. RPK,65021.0,46585.0
Reg. SP,geral,2026-07-29,2025-07-30,07. Load Factor,0.029831935279184905,0.014187138050583383
Reg. SP,geral,2026-07-29,2025-07-30,08. Ticket Médio,95.14848739495797,110.30999999999999
Reg. SP,geral,2026-07-29,2025-07-30,09. GMV,12068.1,9288.7
Reg. SP,geral,2026-07-30,2025-07-31,01. RASK,0.004880858143504506,0.004667881956800896
Reg. SP,geral,2026-07-30,2025-07-31,02. Yield,0.15448024179711217,0.18798826168387126
Reg. SP,geral,2026-07-30,2025-07-31,03. Grupos Realizados,109.0,197.0
Reg. SP,geral,2026-07-30,2025-07-31,04. Pax Total,138.0,179.0
Reg. SP,geral,2026-07-30,2025-07-31,05. ASK,2545495.0,3990268.0
Reg. SP,geral,2026-07-30,2025-07-31,06. RPK,75766.0,91836.0
Reg. SP,geral,2026-07-30,2025-07-31,07. Load Factor,0.02976474123893388,0.023014995484012604
Reg. SP,geral,2026-07-30,2025-07-31,08. Ticket Médio,84.81413043478261,96.44743016759777
Reg. SP,geral,2026-07-30,2025-07-31,09. GMV,12424.2,18626.100000000002
Reg. SP,geral,2026-07-31,2025-08-01,01. RASK,0.005107633826665146,0.006215526848026926
Reg. SP,geral,2026-07-31,2025-08-01,02. Yield,0.17586811469985136,0.19437702909435767
Reg. SP,geral,2026-07-31,2025-08-01,03. Grupos Realizados,145.0,239.0
Reg. SP,geral,2026-07-31,2025-08-01,04. Pax Total,188.0,298.0
Reg. SP,geral,2026-07-31,2025-08-01,05. ASK,3297848.0,4737201.0
Reg. SP,geral,2026-07-31,2025-08-01,06. RPK,92171.0,144461.0
Reg. SP,geral,2026-07-31,2025-08-01,07. Load Factor,0.02794883208686392,0.030495011716834476
Reg. SP,geral,2026-07-31,2025-08-01,08. Ticket Médio,86.223085106383,94.22785234899328
Reg. SP,geral,2026-07-31,2025-08-01,09. GMV,16844.2,29444.200000000004
Reg. SP,geral,2026-08-01,2025-08-02,01. RASK,0.006753213003834406,0.004408149259243802
Reg. SP,geral,2026-08-01,2025-08-02,02. Yield,0.1638627471303086,0.19687366273573167
Reg. SP,geral,2026-08-01,2025-08-02,03. Grupos Realizados,89.0,196.0
Reg. SP,geral,2026-08-01,2025-08-02,04. Pax Total,145.0,175.0
Reg. SP,geral,2026-08-01,2025-08-02,05. ASK,1900947.0,3666051.0
Reg. SP,geral,2026-08-01,2025-08-02,06. RPK,77186.0,80388.0
Reg. SP,geral,2026-08-01,2025-08-02,07. Load Factor,0.040603972651525794,0.021927681857126374
Reg. SP,geral,2026-08-01,2025-08-02,08. Ticket Médio,87.22696551724138,90.4358857142857
Reg. SP,geral,2026-08-01,2025-08-02,09. GMV,12837.500000000002,16160.5
Reg. SP,geral,2026-08-02,2025-08-03,01. RASK,0.006707701304135223,0.006744162170178302
Reg. SP,geral,2026-08-02,2025-08-03,02. Yield,0.20104315618780866,0.21921335151170518
Reg. SP,geral,2026-08-02,2025-08-03,03. Grupos Realizados,148.0,253.0
Reg. SP,geral,2026-08-02,2025-08-03,04. Pax Total,228.0,318.0
Reg. SP,geral,2026-08-02,2025-08-03,05. ASK,3372273.0,4909016.0
Reg. SP,geral,2026-08-02,2025-08-03,06. RPK,108536.0,145961.0
Reg. SP,geral,2026-08-02,2025-08-03,07. Load Factor,0.032184820149495606,0.029733250003666722
Reg. SP,geral,2026-08-02,2025-08-03,08. Ticket Médio,95.70359649122808,100.61823899371069
Reg. SP,geral,2026-08-02,2025-08-03,09. GMV,22620.2,33107.2
Reg. SP,fixo,2026-07-02,2025-07-03,01. RASK,0.01759398971042116,0.016192003801045005
Reg. SP,fixo,2026-07-02,2025-07-03,02. Yield,0.18956272602506438,0.2053467461611177
Reg. SP,fixo,2026-07-02,2025-07-03,03. Grupos Realizados,145.0,163.0
Reg. SP,fixo,2026-07-02,2025-07-03,04. Pax Total,586.0,505.0
Reg. SP,fixo,2026-07-02,2025-07-03,05. ASK,3293818.0,3527451.0
Reg. SP,fixo,2026-07-02,2025-07-03,06. RPK,299469.0,268698.0
Reg. SP,fixo,2026-07-02,2025-07-03,07. Load Factor,0.0909185024794934,0.07617341814244903
Reg. SP,fixo,2026-07-02,2025-07-03,08. Ticket Médio,96.87399317406143,109.25992079207921
Reg. SP,fixo,2026-07-02,2025-07-03,09. GMV,57951.4,57116.5
Reg. SP,fixo,2026-07-03,2025-07-04,01. RASK,0.016098720130698404,0.017248116084738575
Reg. SP,fixo,2026-07-03,2025-07-04,02. Yield,0.19942903802687464,0.2207226131579756
Reg. SP,fixo,2026-07-03,2025-07-04,03. Grupos Realizados,194.0,218.0
Reg. SP,fixo,2026-07-03,2025-07-04,04. Pax Total,668.0,731.0
Reg. SP,fixo,2026-07-03,2025-07-04,05. ASK,4090027.0,4387140.0
Reg. SP,fixo,2026-07-03,2025-07-04,06. RPK,322088.0,325430.0
Reg. SP,fixo,2026-07-03,2025-07-04,07. Load Factor,0.07874960238648791,0.07417816618571553
Reg. SP,fixo,2026-07-03,2025-07-04,08. Ticket Médio,96.15823353293412,98.26232558139534
Reg. SP,fixo,2026-07-03,2025-07-04,09. GMV,65844.2,75669.9
Reg. SP,fixo,2026-07-04,2025-07-05,01. RASK,0.015667809362927086,0.011357965591988815
Reg. SP,fixo,2026-07-04,2025-07-05,02. Yield,0.17936746850291735,0.20862174463182945
Reg. SP,fixo,2026-07-04,2025-07-05,03. Grupos Realizados,125.0,162.0
Reg. SP,fixo,2026-07-04,2025-07-05,04. Pax Total,463.0,329.0
Reg. SP,fixo,2026-07-04,2025-07-05,05. ASK,2320535.0,2962159.0
Reg. SP,fixo,2026-07-04,2025-07-05,06. RPK,196923.0,158853.0
Reg. SP,fixo,2026-07-04,2025-07-05,07. Load Factor,0.08486103420116482,0.05362743863513066
Reg. SP,fixo,2026-07-04,2025-07-05,08. Ticket Médio,76.28850971922246,100.73006079027357
Reg. SP,fixo,2026-07-04,2025-07-05,09. GMV,36357.700000000004,33644.1
Reg. SP,fixo,2026-07-05,2025-07-06,01. RASK,0.0165290093896285,0.020305298810878433
Reg. SP,fixo,2026-07-05,2025-07-06,02. Yield,0.22003638716963653,0.24095004797409936
Reg. SP,fixo,2026-07-05,2025-07-06,03. Grupos Realizados,202.0,226.0
Reg. SP,fixo,2026-07-05,2025-07-06,04. Pax Total,667.0,802.0
